,source,author,title,description,url,urlToImage,publishedAt,content
1474,cnn,,Dr. Sanjay Gupta debunks Trump's Covid-19 claims,CNN's Dr. Sanjay Gupta reports on common coronavirus misconceptions perpetuated by President Trump and explains how harmful these claims may be.,https://www.cnn.com/videos/health/2020/10/16/coronavirus-misconceptions-heard-immunity-trump-gupta-pkg-newday-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/201016081720-sanjay-gupta-super-tease.jpg,2020-10-16T12:32:01Z,
1475,CNN,,Dr. Sanjay Gupta debunks Trump's Covid-19 claims,CNN's Dr. Sanjay Gupta reports on common coronavirus misconceptions perpetuated by President Trump and explains how harmful these claims may be.,https://www.cnn.com/videos/health/2020/10/16/coronavirus-misconceptions-heard-immunity-trump-gupta-pkg-newday-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/201016081720-sanjay-gupta-super-tease.jpg,2020-10-16T12:32:01Z,
1476,cnn,,Doctor gives sex advice in age of Covid-19,"Dr. Ruth Westheimer answers viewer questions about sex in the age of coronavirus. Watch ""Full Circle"" every Monday, Tuesday and Friday at 6pm E.T.",https://www.cnn.com/videos/us/2020/10/30/ruth-westheimer-sex-advice-sot-acfc-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/201030185239-dr-ruth-acfc-mobapp-super-tease.jpg,2020-10-30T22:56:40Z,
1477,CNN,,Doctor gives sex advice in age of Covid-19,"Dr. Ruth Westheimer answers viewer questions about sex in the age of coronavirus. Watch ""Full Circle"" every Monday, Tuesday and Friday at 6pm E.T.",https://www.cnn.com/videos/us/2020/10/30/ruth-westheimer-sex-advice-sot-acfc-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/201030185239-dr-ruth-acfc-mobapp-super-tease.jpg,2020-10-30T22:56:40Z,
1478,,Jody Serrano,Researchers Create 30-Second Phlegm Test to Detect Covid-19,"Science is moving at a rapid pace to respond to the novel coronavirus pandemic. In recent months, researchers have developed tests to detect covid-19, the disease caused by the virus, using different substances such as saliva. Now, there’s apparently another …",https://gizmodo.com/researchers-create-30-second-phlegm-test-to-detect-covi-1845479163,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/bncktmn6g7fqqv8y2fcd.jpg",2020-10-26T00:57:00Z,"Science is moving at a rapid pace to respond to the novel coronavirus pandemic. In recent months, researchers have developed tests to detect covid-19, the disease caused by the virus, using different… [+3895 chars]"
1479,Gizmodo.com,Jody Serrano,Researchers Create 30-Second Phlegm Test to Detect Covid-19,"Science is moving at a rapid pace to respond to the novel coronavirus pandemic. In recent months, researchers have developed tests to detect covid-19, the disease caused by the virus, using different substances such as saliva. Now, there’s apparently another …",https://gizmodo.com/researchers-create-30-second-phlegm-test-to-detect-covi-1845479163,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/bncktmn6g7fqqv8y2fcd.jpg",2020-10-26T00:57:00Z,"Science is moving at a rapid pace to respond to the novel coronavirus pandemic. In recent months, researchers have developed tests to detect covid-19, the disease caused by the virus, using different… [+3895 chars]"
1480,,Giulia McDonnell Nieto del Rio and Nicholas Bogel-Burroughs,‘At Capacity’: Covid-19 Patients Push U.S. Hospitals to Brink,"Utah officials issued urgent pleas and said they were planning to open a field hospital, which Wisconsin has already done. At least 14 states have a record number of coronavirus hospitalizations.",https://www.nytimes.com/2020/10/23/us/covid-hospitalizations.html,https://static01.nyt.com/images/2020/10/22/us/22virus-fieldhospital/merlin_178899207_165b7fcb-71d3-4652-bd78-71bd499cbfb8-facebookJumbo.jpg,2020-10-23T07:00:11Z,Gov. Gary Herbert said the state was preparing to open a field hospital of its own at an exposition center south of Salt Lake City. One out of five patients in intensive care units across the state a… [+976 chars]
1481,New York Times,Giulia McDonnell Nieto del Rio and Nicholas Bogel-Burroughs,‘At Capacity’: Covid-19 Patients Push U.S. Hospitals to Brink,"Utah officials issued urgent pleas and said they were planning to open a field hospital, which Wisconsin has already done. At least 14 states have a record number of coronavirus hospitalizations.",https://www.nytimes.com/2020/10/23/us/covid-hospitalizations.html,https://static01.nyt.com/images/2020/10/22/us/22virus-fieldhospital/merlin_178899207_165b7fcb-71d3-4652-bd78-71bd499cbfb8-facebookJumbo.jpg,2020-10-23T07:00:11Z,Gov. Gary Herbert said the state was preparing to open a field hospital of its own at an exposition center south of Salt Lake City. One out of five patients in intensive care units across the state a… [+976 chars]
1482,,Ed Cara,"Some People Already Have Antibodies That Recognize Covid-19, Thanks to Common Colds",A new study suggests that a small portion of the population carries antibodies that respond to the coronavirus behind covid-19 that were created before the pandemic emerged last late year. Read more...,https://gizmodo.com/some-people-already-have-antibodies-that-recognize-covi-1845598358,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/wgesugseuroujphty9mr.jpg",2020-11-06T21:29:00Z,"A new study suggests that a small portion of the population carries antibodies that respond to the coronavirus behind covid-19 that were created before the pandemic emerged last late year. 
The rese… [+4550 chars]"
1483,Gizmodo.com,Ed Cara,"Some People Already Have Antibodies That Recognize Covid-19, Thanks to Common Colds",A new study suggests that a small portion of the population carries antibodies that respond to the coronavirus behind covid-19 that were created before the pandemic emerged last late year. Read more...,https://gizmodo.com/some-people-already-have-antibodies-that-recognize-covi-1845598358,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/wgesugseuroujphty9mr.jpg",2020-11-06T21:29:00Z,"A new study suggests that a small portion of the population carries antibodies that respond to the coronavirus behind covid-19 that were created before the pandemic emerged last late year. 
The rese… [+4550 chars]"
1484,cnn,,Cuomo responds to Trump's handling of family diagnosis,CNN's Chris Cuomo reacts to President Donald Trump's handling of the coronavirus pandemic and response to his family being diagnosed with Covid-19.,https://www.cnn.com/videos/politics/2020/10/15/trump-family-coronavirus-cuomo-open-cpt-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/201014215502-cpt-screengrab-for-vpx-super-tease.jpg,2020-10-15T02:27:00Z,
1485,CNN,,Cuomo responds to Trump's handling of family diagnosis,CNN's Chris Cuomo reacts to President Donald Trump's handling of the coronavirus pandemic and response to his family being diagnosed with Covid-19.,https://www.cnn.com/videos/politics/2020/10/15/trump-family-coronavirus-cuomo-open-cpt-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/201014215502-cpt-screengrab-for-vpx-super-tease.jpg,2020-10-15T02:27:00Z,
1486,cnn,,North Dakota leading in number of new coronavirus cases,Nearly half a million Americans tested positive for Covid-19 in just the last week as a fall surge makes its way into every region of the country. CNN's Nick Watt reports.,https://www.cnn.com/videos/health/2020/10/27/coronavirus-cases-rising-pandemic-watt-pkg-lead-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/200930180455-unemployment-florida-file-super-tease.jpg,2020-10-27T21:47:07Z,
1487,CNN,,North Dakota leading in number of new coronavirus cases,Nearly half a million Americans tested positive for Covid-19 in just the last week as a fall surge makes its way into every region of the country. CNN's Nick Watt reports.,https://www.cnn.com/videos/health/2020/10/27/coronavirus-cases-rising-pandemic-watt-pkg-lead-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/200930180455-unemployment-florida-file-super-tease.jpg,2020-10-27T21:47:07Z,
1488,,Thomas Fuller and Tim Arango,Police Pin a Rise in Murders on an Unusual Suspect: Covid,"Awash in new firearms, cities are drawing connections between the stresses of the coronavirus and a surge in homicides.",https://www.nytimes.com/2020/10/29/us/coronavirus-murders.html,https://static01.nyt.com/images/2020/10/29/us/29VIRUS-CRIME-1/29VIRUS-CRIME-1-facebookJumbo.jpg,2020-10-29T09:00:28Z,"OAKLAND, Calif. Family and friends of Aaron Pryor say they may never know exactly why the 16-year-old star football player, a lightning-fast running back, was killed in broad daylight on a Sunday in … [+1652 chars]"
1489,New York Times,Thomas Fuller and Tim Arango,Police Pin a Rise in Murders on an Unusual Suspect: Covid,"Awash in new firearms, cities are drawing connections between the stresses of the coronavirus and a surge in homicides.",https://www.nytimes.com/2020/10/29/us/coronavirus-murders.html,https://static01.nyt.com/images/2020/10/29/us/29VIRUS-CRIME-1/29VIRUS-CRIME-1-facebookJumbo.jpg,2020-10-29T09:00:28Z,"OAKLAND, Calif. Family and friends of Aaron Pryor say they may never know exactly why the 16-year-old star football player, a lightning-fast running back, was killed in broad daylight on a Sunday in … [+1652 chars]"
1490,,"Beth Elderkin on io9, shared by Kaitlyn Jakola to Gizmodo","Comics, Contracts, and Covid: Inside the Scandal at Terrific Production","The novel coronavirus pandemic has devastated the comic book industry. So it seemed too good to be true that one publisher was not only hiring en masse, it was recruiting new talent. But it could come at a price: the company would keep half of their pay until…",https://io9.gizmodo.com/comics-contracts-and-covid-inside-the-scandal-at-ter-1845120487,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/g0sbuzx5sucn5y6el0l6.jpg",2020-10-14T15:15:00Z,"The novel coronavirus pandemic has devastated the comic book industry. So it seemed too good to be true that one publisher was not only hiring en masse, it was recruiting new talent. But it could com… [+24730 chars]"
1491,Gizmodo.com,"Beth Elderkin on io9, shared by Kaitlyn Jakola to Gizmodo","Comics, Contracts, and Covid: Inside the Scandal at Terrific Production","The novel coronavirus pandemic has devastated the comic book industry. So it seemed too good to be true that one publisher was not only hiring en masse, it was recruiting new talent. But it could come at a price: the company would keep half of their pay until…",https://io9.gizmodo.com/comics-contracts-and-covid-inside-the-scandal-at-ter-1845120487,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/g0sbuzx5sucn5y6el0l6.jpg",2020-10-14T15:15:00Z,"The novel coronavirus pandemic has devastated the comic book industry. So it seemed too good to be true that one publisher was not only hiring en masse, it was recruiting new talent. But it could com… [+24730 chars]"
1492,,Ed Cara,"Coronavirus Has Killed Nearly 10,000 Minks in Utah","Humans aren’t the only creatures at risk from dying of covid-19, it seems. In recent weeks, the state of Utah has been dealing with mass die-offs at mink farms that health officials believe are linked to the viral pandemic—outbreaks that likely began from con…",https://gizmodo.com/coronavirus-has-killed-nearly-10-000-minks-in-utah-1845346900,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/btxecprbp9qpnxkkha55.jpg",2020-10-12T16:10:00Z,"Humans arent the only creatures at risk from dying of covid-19, it seems. In recent weeks, the state of Utah has been dealing with mass die-offs at mink farms that health officials believe are linked… [+2192 chars]"
1493,Gizmodo.com,Ed Cara,"Coronavirus Has Killed Nearly 10,000 Minks in Utah","Humans aren’t the only creatures at risk from dying of covid-19, it seems. In recent weeks, the state of Utah has been dealing with mass die-offs at mink farms that health officials believe are linked to the viral pandemic—outbreaks that likely began from con…",https://gizmodo.com/coronavirus-has-killed-nearly-10-000-minks-in-utah-1845346900,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/btxecprbp9qpnxkkha55.jpg",2020-10-12T16:10:00Z,"Humans arent the only creatures at risk from dying of covid-19, it seems. In recent weeks, the state of Utah has been dealing with mass die-offs at mink farms that health officials believe are linked… [+2192 chars]"
1494,,Jonathan Wolfe,Coronavirus Briefing: What Happened Today,France and Germany reimposed nationwide lockdowns as cases surge.,https://www.nytimes.com/2020/10/28/us/coronavirus-today.html,https://static01.nyt.com/images/2020/10/28/us/oakImage-1603896168955/oakImage-1603896168955-facebookJumbo-v2.png,2020-10-28T21:32:20Z,"But as hospitals fill at an alarming rate, doctors and medical experts say the closures are necessary. In Germany, the number of patients in hospitals has doubled in the past 10 days, and in France, … [+1303 chars]"
1495,New York Times,Jonathan Wolfe,Coronavirus Briefing: What Happened Today,France and Germany reimposed nationwide lockdowns as cases surge.,https://www.nytimes.com/2020/10/28/us/coronavirus-today.html,https://static01.nyt.com/images/2020/10/28/us/oakImage-1603896168955/oakImage-1603896168955-facebookJumbo-v2.png,2020-10-28T21:32:20Z,"But as hospitals fill at an alarming rate, doctors and medical experts say the closures are necessary. In Germany, the number of patients in hospitals has doubled in the past 10 days, and in France, … [+1303 chars]"
1496,wired,Kalen Goodluck,Covid is Strengthening the Push for Indigenous Data Control,"Due to data control concerns, tribal nations are not part of the ""All of Us"" DNA collection program. But that means missing out on its Covid-19 antibody testing.",https://www.wired.com/story/covid-is-strengthening-the-push-for-indigenous-data-control/,"https://media.wired.com/photos/5f80e3acd1e0e23e322a1552/191:100/w_1280,c_limit/dna-indigenous-data-615309290.jpg",2020-10-10T12:00:00Z,"This story originally appeared on High Country News and is part of the Climate Desk collaboration.
As US government scientists work to understand how Covid-19 affects the human body, tribal nations … [+3883 chars]"
1497,Wired,Kalen Goodluck,Covid is Strengthening the Push for Indigenous Data Control,"Due to data control concerns, tribal nations are not part of the ""All of Us"" DNA collection program. But that means missing out on its Covid-19 antibody testing.",https://www.wired.com/story/covid-is-strengthening-the-push-for-indigenous-data-control/,"https://media.wired.com/photos/5f80e3acd1e0e23e322a1552/191:100/w_1280,c_limit/dna-indigenous-data-615309290.jpg",2020-10-10T12:00:00Z,"This story originally appeared on High Country News and is part of the Climate Desk collaboration.
As US government scientists work to understand how Covid-19 affects the human body, tribal nations … [+3883 chars]"
1498,techcrunch,Jonathan Shieber,Juganu begins selling its tunable lighting system for pathogen disinfection and deactivation in the US,"Juganu, the venture-backed Israeli company that makes lighting systems capable of emitting light at specified wavelengths, is now selling a product that it claims can disinfect surfaces and deactivate pathogens in an attempt to provide buildings with new safe…",http://techcrunch.com/2020/10/29/juganu-begins-selling-its-tunable-lighting-system-for-pathogen-disinfection-and-deactivation-in-the-us/,https://techcrunch.com/wp-content/uploads/2020/05/GettyImages-1215830807.jpg?w=600,2020-10-29T13:30:16Z,"Juganu, the venture-backed Israeli company that makes lighting systems capable of emitting light at specified wavelengths, is now selling a product that it claims can disinfect surfaces and deactivat… [+2568 chars]"
1499,TechCrunch,Jonathan Shieber,Juganu begins selling its tunable lighting system for pathogen disinfection and deactivation in the US,"Juganu, the venture-backed Israeli company that makes lighting systems capable of emitting light at specified wavelengths, is now selling a product that it claims can disinfect surfaces and deactivate pathogens in an attempt to provide buildings with new safe…",http://techcrunch.com/2020/10/29/juganu-begins-selling-its-tunable-lighting-system-for-pathogen-disinfection-and-deactivation-in-the-us/,https://techcrunch.com/wp-content/uploads/2020/05/GettyImages-1215830807.jpg?w=600,2020-10-29T13:30:16Z,"Juganu, the venture-backed Israeli company that makes lighting systems capable of emitting light at specified wavelengths, is now selling a product that it claims can disinfect surfaces and deactivat… [+2568 chars]"
1500,techcrunch,Ingrid Lunden,Anyscale adds $40M to bring its Ray-based distributed computing tech to the enterprise masses,"The world of distributed computing took on a new profile this year when Folding@home, a 20-year-old distributed computing project, found itself picking up thousands of new volunteers to help Covid-19 researchers generate more computing power to fold proteins …",http://techcrunch.com/2020/10/21/anyscale-adds-40m-to-bring-its-ray-based-distributed-computing-tech-to-the-enterprise-masses/,https://techcrunch.com/wp-content/uploads/2019/12/Anyscale-Founding-Team.jpg?w=600,2020-10-21T13:28:18Z,"The world of distributed computing took on a new profile this year when Folding@home, a 20-year-old distributed computing project, found itself picking up thousands of new volunteers to help Covid-19… [+5895 chars]"
1501,TechCrunch,Ingrid Lunden,Anyscale adds $40M to bring its Ray-based distributed computing tech to the enterprise masses,"The world of distributed computing took on a new profile this year when Folding@home, a 20-year-old distributed computing project, found itself picking up thousands of new volunteers to help Covid-19 researchers generate more computing power to fold proteins …",http://techcrunch.com/2020/10/21/anyscale-adds-40m-to-bring-its-ray-based-distributed-computing-tech-to-the-enterprise-masses/,https://techcrunch.com/wp-content/uploads/2019/12/Anyscale-Founding-Team.jpg?w=600,2020-10-21T13:28:18Z,"The world of distributed computing took on a new profile this year when Folding@home, a 20-year-old distributed computing project, found itself picking up thousands of new volunteers to help Covid-19… [+5895 chars]"
1502,cnn,,Why she is volunteering to get infected with Covid-19,Citizens in the UK are asking the government for the chance to be deliberately infected with the coronavirus through challenge trials in the hopes of improving the development of a vaccine.,http://rss.cnn.com/~r/rss/cnn_topstories/~3/8-mvVl_1lrM/vaccine-challenge-trial-black-pkg-vpx.cnn,,2020-10-11T12:43:51Z,
1503,CNN,,Why she is volunteering to get infected with Covid-19,Citizens in the UK are asking the government for the chance to be deliberately infected with the coronavirus through challenge trials in the hopes of improving the development of a vaccine.,http://rss.cnn.com/~r/rss/cnn_topstories/~3/8-mvVl_1lrM/vaccine-challenge-trial-black-pkg-vpx.cnn,,2020-10-11T12:43:51Z,
1504,cnn,"Charles Riley, CNN Business",Covid fears hit global stocks and US futures,Global stock markets and US futures retreated on Thursday as a second wave of coronavirus cases triggered more restrictions in Europe and negotiations in Washington over financial help for struggling workers and businesses remained deadlocked.,https://www.cnn.com/2020/10/15/investing/global-stocks-coronavirus/index.html,https://cdn.cnn.com/cnnnext/dam/assets/201015053009-restricted-train-paris-1014-super-tease.jpg,2020-10-15T10:12:15Z,
1505,CNN,"Charles Riley, CNN Business",Covid fears hit global stocks and US futures,Global stock markets and US futures retreated on Thursday as a second wave of coronavirus cases triggered more restrictions in Europe and negotiations in Washington over financial help for struggling workers and businesses remained deadlocked.,https://www.cnn.com/2020/10/15/investing/global-stocks-coronavirus/index.html,https://cdn.cnn.com/cnnnext/dam/assets/201015053009-restricted-train-paris-1014-super-tease.jpg,2020-10-15T10:12:15Z,
1506,cnn,,How Dr. Fauci reacted to Trump's Covid-19 diagnosis,"Dr. Anthony Fauci said on CBS's ""60 Minutes"" that he was ""absolutely not"" surprised when President Donald Trump contracted coronavirus and that he had been worried about the lack of adherence to Covid-19 safety protocols at White House events.",https://www.cnn.com/videos/health/2020/10/19/dr-anthony-fauci-cbs-60-minutes-sot-not-surprised-tsr-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/201018200729-fauci-trump-covid-60-minutes-cbs-head-on-super-tease.jpg,2020-10-19T12:12:11Z,
1507,CNN,,How Dr. Fauci reacted to Trump's Covid-19 diagnosis,"Dr. Anthony Fauci said on CBS's ""60 Minutes"" that he was ""absolutely not"" surprised when President Donald Trump contracted coronavirus and that he had been worried about the lack of adherence to Covid-19 safety protocols at White House events.",https://www.cnn.com/videos/health/2020/10/19/dr-anthony-fauci-cbs-60-minutes-sot-not-surprised-tsr-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/201018200729-fauci-trump-covid-60-minutes-cbs-head-on-super-tease.jpg,2020-10-19T12:12:11Z,
1508,cnn,,Listen to Kushner's full remarks on Trump's Covid-19 handling,President Donald Trump's son-in-law and senior adviser Jared Kushner spoke to Bob Woodward about Trump's approach with the Republican party and in dealing with the coronavirus pandemic.,https://www.cnn.com/videos/politics/2020/10/28/jared-kushner-bob-woodward-full-audio-coronavirus-pandemic-trump-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/180219175815-jared-kushner-july-2017-file-super-tease.jpg,2020-10-28T17:11:42Z,
1509,CNN,,Listen to Kushner's full remarks on Trump's Covid-19 handling,President Donald Trump's son-in-law and senior adviser Jared Kushner spoke to Bob Woodward about Trump's approach with the Republican party and in dealing with the coronavirus pandemic.,https://www.cnn.com/videos/politics/2020/10/28/jared-kushner-bob-woodward-full-audio-coronavirus-pandemic-trump-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/180219175815-jared-kushner-july-2017-file-super-tease.jpg,2020-10-28T17:11:42Z,
1510,cnn,,Obama fires back after Trump's Covid-19 complaint,Former President Barack Obama reemerged on the campaign trail in Orlando to push votes for Democratic presidential nominee Joe Biden. Obama took aim at President Donald Trump's response to the coronavirus pandemic. CNN's Erin Burnett reports.,https://www.cnn.com/videos/politics/2020/10/27/erin-burnett-monologue-obama-reacts-to-trump-coronavirus-response-ebof-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/201027131858-obama-orlando-1027-screengrab-super-tease.jpg,2020-10-28T00:32:14Z,
1511,CNN,,Obama fires back after Trump's Covid-19 complaint,Former President Barack Obama reemerged on the campaign trail in Orlando to push votes for Democratic presidential nominee Joe Biden. Obama took aim at President Donald Trump's response to the coronavirus pandemic. CNN's Erin Burnett reports.,https://www.cnn.com/videos/politics/2020/10/27/erin-burnett-monologue-obama-reacts-to-trump-coronavirus-response-ebof-vpx.cnn,https://cdn.cnn.com/cnnnext/dam/assets/201027131858-obama-orlando-1027-screengrab-super-tease.jpg,2020-10-28T00:32:14Z,
1512,,Matt Novak,Republican Politician Who Died of Covid-19 Wins Election in North Dakota,"David Andahl, a Republican candidate for the North Dakota state legislature, won election on Tuesday, but the 55 year old won’t be taking office. Unfortunately, Andahl died of the coronavirus last month.Read more...",https://gizmodo.com/republican-politician-who-died-of-covid-19-wins-electio-1845568935,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/f7nixu5ygtlulu5mglxa.jpg",2020-11-04T11:20:00Z,"David Andahl, a Republican candidate for the North Dakota state legislature, won election on Tuesday, but the 55 year old wont be taking office. Unfortunately,Andahl died of the coronavirus last mont… [+2933 chars]"
1513,Gizmodo.com,Matt Novak,Republican Politician Who Died of Covid-19 Wins Election in North Dakota,"David Andahl, a Republican candidate for the North Dakota state legislature, won election on Tuesday, but the 55 year old won’t be taking office. Unfortunately, Andahl died of the coronavirus last month.Read more...",https://gizmodo.com/republican-politician-who-died-of-covid-19-wins-electio-1845568935,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/f7nixu5ygtlulu5mglxa.jpg",2020-11-04T11:20:00Z,"David Andahl, a Republican candidate for the North Dakota state legislature, won election on Tuesday, but the 55 year old wont be taking office. Unfortunately,Andahl died of the coronavirus last mont… [+2933 chars]"
1514,,Alyse Stanley,White House Vs. Coronavirus: Round 2,"President Donald Trump’s chief of staff Mark Meadows has tested positive for coronavirus, multiple outlets reported late Friday evening. Read more...",https://gizmodo.com/white-house-vs-covid-19-round-2-1845602669,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/qcjcojp0rdo7jxe4nyw0.jpg",2020-11-07T05:34:00Z,"President Donald Trumps chief of staff Mark Meadows has tested positive for coronavirus, multipleoutlets reported late Friday evening. 
The news comes just days after Meadows attended a packed elect… [+1805 chars]"
1515,Gizmodo.com,Alyse Stanley,White House Vs. Coronavirus: Round 2,"President Donald Trump’s chief of staff Mark Meadows has tested positive for coronavirus, multiple outlets reported late Friday evening. Read more...",https://gizmodo.com/white-house-vs-covid-19-round-2-1845602669,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/qcjcojp0rdo7jxe4nyw0.jpg",2020-11-07T05:34:00Z,"President Donald Trumps chief of staff Mark Meadows has tested positive for coronavirus, multipleoutlets reported late Friday evening. 
The news comes just days after Meadows attended a packed elect… [+1805 chars]"
1516,,Jennifer Medina and Giovanni Russonello,Exit Polls Showed the Vote Came Down to Covid-19 Versus the Economy,"The coronavirus dominated voters’ thinking, but those concerned about rising infections sided with Joseph R. Biden Jr. while those who wanted the economy open went for President Trump.",https://www.nytimes.com/2020/11/03/us/politics/exit-polls.html,https://static01.nyt.com/images/2020/11/03/us/politics/03exit-polls-1/03exit-polls-1-facebookJumbo.jpg,2020-11-04T02:46:27Z,"It was these voters at the center whom Mr. Biden had most aggressively targeted, using a message of unity and American tradition to offer voters a respite from the bombast of the current president, a… [+2234 chars]"
1517,New York Times,Jennifer Medina and Giovanni Russonello,Exit Polls Showed the Vote Came Down to Covid-19 Versus the Economy,"The coronavirus dominated voters’ thinking, but those concerned about rising infections sided with Joseph R. Biden Jr. while those who wanted the economy open went for President Trump.",https://www.nytimes.com/2020/11/03/us/politics/exit-polls.html,https://static01.nyt.com/images/2020/11/03/us/politics/03exit-polls-1/03exit-polls-1-facebookJumbo.jpg,2020-11-04T02:46:27Z,"It was these voters at the center whom Mr. Biden had most aggressively targeted, using a message of unity and American tradition to offer voters a respite from the bombast of the current president, a… [+2234 chars]"
1518,bbc-news,https://www.facebook.com/bbcnews,Covid in Australia: Victoria sees first day without a case since June,The Australian city has recorded no new cases of coronavirus for the first time since June.,https://www.bbc.co.uk/news/world-australia-54686812,https://ichef.bbci.co.uk/news/1024/branded_news/3512/production/_115068531_hi063899489.jpg,2020-10-25T22:25:35Z,"image captionMelbourne has endured lockdown since July to combat its second wave
Victoria in Australia has recorded no new Covid-19 cases for the first time since Melbourne - the state capital - wen… [+944 chars]"
1519,BBC News,https://www.facebook.com/bbcnews,Covid in Australia: Victoria sees first day without a case since June,The Australian city has recorded no new cases of coronavirus for the first time since June.,https://www.bbc.co.uk/news/world-australia-54686812,https://ichef.bbci.co.uk/news/1024/branded_news/3512/production/_115068531_hi063899489.jpg,2020-10-25T22:25:35Z,"image captionMelbourne has endured lockdown since July to combat its second wave
Victoria in Australia has recorded no new Covid-19 cases for the first time since Melbourne - the state capital - wen… [+944 chars]"
1520,techcrunch,Mike Butcher,"Pickle app puts on users, as millennials/Gen-Z latch onto location apps to fight Covid lockdowns","As the coming of winter combined with the coronavirus continues to put new restrictions on peoples’ movements, location-based apps are on the rise again. People are looking to find out who is close to them. Who is in their community. People are understandably…",http://techcrunch.com/2020/10/20/pickle-app-puts-on-users-as-millennials-gen-z-latch-onto-location-apps-to-fight-covid-lockdowns/,https://techcrunch.com/wp-content/uploads/2020/10/pickle-1.png?w=425,2020-10-20T14:40:07Z,"As the coming of winter combined with the coronavirus continues to put new restrictions on peoples movements, location-based apps are on the rise again. People are looking to find out who is close to… [+2084 chars]"
1521,TechCrunch,Mike Butcher,"Pickle app puts on users, as millennials/Gen-Z latch onto location apps to fight Covid lockdowns","As the coming of winter combined with the coronavirus continues to put new restrictions on peoples’ movements, location-based apps are on the rise again. People are looking to find out who is close to them. Who is in their community. People are understandably…",http://techcrunch.com/2020/10/20/pickle-app-puts-on-users-as-millennials-gen-z-latch-onto-location-apps-to-fight-covid-lockdowns/,https://techcrunch.com/wp-content/uploads/2020/10/pickle-1.png?w=425,2020-10-20T14:40:07Z,"As the coming of winter combined with the coronavirus continues to put new restrictions on peoples movements, location-based apps are on the rise again. People are looking to find out who is close to… [+2084 chars]"
1522,,Jonathan Wolfe,Coronavirus Briefing: What Happened Today,What the near future may hold,https://www.nytimes.com/2020/10/12/us/coronavirus-today.html,https://static01.nyt.com/images/2020/03/03/world/coronavirus-map-promo/coronavirus-map-promo-facebookJumbo-v1002.png,2020-10-12T22:12:24Z,Many leaders most notably President Trump have described the arrival of a coronavirus vaccine as an off switch that will instantly normalize our lives. But experts are warning of a perplexing and fru… [+1562 chars]
1523,New York Times,Jonathan Wolfe,Coronavirus Briefing: What Happened Today,What the near future may hold,https://www.nytimes.com/2020/10/12/us/coronavirus-today.html,https://static01.nyt.com/images/2020/03/03/world/coronavirus-map-promo/coronavirus-map-promo-facebookJumbo-v1002.png,2020-10-12T22:12:24Z,Many leaders most notably President Trump have described the arrival of a coronavirus vaccine as an off switch that will instantly normalize our lives. But experts are warning of a perplexing and fru… [+1562 chars]
